SMP Negeri 127,-6.198412948694745,106.77825848255156
SMP Negeri 189,-6.207054667280042,106.76815738899549
SMP NEGERI 191 JAKARTA,-6.184870884777062,106.77277644599971
SMP NEGERI 197 JAKARTA,-6.170486793739416,106.75890972204995
SMP NEGERI 220 JAKARTA,-6.176372299028973,106.7789603911144
SMP Negeri 229,-6.197202672482272,106.77273511103833
SMP Negeri 271,-6.221296173990493,106.76840540045353
SMP Negeri 75 Jakarta,-6.19847562131288,106.76594064259126
SMP Abdi Siswa,-6.181694314024055,106.78007260652375
SMP Al Hamidiyah,-6.178955846865647,106.75988269684169
SMP AL HASANAH,-6.20597180968306,106.77586636410183
SMP AL HUDA KEBON JERUK (YPI),-6.203116484304589,106.76843849696759
SMP AL INAYAH,-6.1749239622495535,106.75654787964532
SMP Al Kamal,-6.186664915493518,106.75988199748488
SMP AL MUKHLISH,-6.162312505477356,106.73762762589409
SMP Ash Solihin (Jakarta Selatan),-6.225286952916681,106.76848500544791
SMP Bina Utama,-6.179486215623886,106.7763960826255
SMP ICHTHUS (Sekolah),-6.176412958827172,106.76212149816588
SMP IPEKA TOMANG (Sekolah),-6.169542049474412,106.77897356008329
SMP Jakarta 1,-6.176635468637544,106.7572666975267
SMP K 7 BPK PENABUR (Sekolah),-6.17524903152019,106.76286670579739
SMP K KALAM KUDUS 2 JAKARTA (Sekolah),-6.169128137547334,106.71710046961658
SMP KATOLIK SANG TIMUR,-6.212281596185339,106.70642289151992
SMP Kebon Jeruk 2 (SMK Kebon Jeruk),-6.205094167699883,106.7741491993814
SMP KEMURNIAN II JAKARTA (Sekolah),-6.168534114884144,106.77941033695387
SMP Lemuel,-6.217622471113269,106.76618816180311
SMP Manbaul Ulum (Banten),-6.155500323825417,106.66599045936506
SMP PELITA II,-6.146893321837139,106.73010657752981
SMP PROVIDENTIA (Sekolah),-6.16609927206702,106.76370496258609
SMP SANTO ANDREAS,-6.168512957594475,106.75944943677203
SMP Tarsisius II (Sekolah),-6.199584543253999,106.78218492903012
SMP WIDURI JAYA (SD),-6.17763547265602,106.77148171015271
SMPS K TUNAS BANGSA GREENVILLE (Sekolah),-6.17191327184368,106.77312329944648
SMP BINA BANGSA KEBON JERUK,-6.186211137354698,106.78150745184122