SMAN 57 JAKARTA,-6.174689615711445,106.75650272882251
SMAN 65 JAKARTA,-6.200810682701971,106.76880040094596
SMA ICHTHUS JAKARTA BARAT (Sekolah),-6.176407093607987,106.76212015032236
SMA Wardaya,-6.171659913673841,106.76866096306561
SMAS TARSISIUS II (Sekolah),-6.199583356966095,106.78218487583864
SMAS 2 KEMURNIAN (Sekolah),-6.168526396481759,106.77941018071023
SMAS 3 KALAM KUDUS,-6.1716719334542915,106.71599280002178
SMAS 4 KRISTEN PENABUR,-6.175231021471742,106.76270483324974
SMAS AL KAMAL,-6.187038668146211,106.76051549943372
SMAS BUDI MURNI 2 (Sekolah),-6.1839962362973475,106.75610030950155
SMAS KATOLIK ABDI SISWA (Sekolah),-6.181693686120145,106.78007169890932
SMAS KATOLIK SANG TIMUR,-6.190211926012113,106.77969305073671
SMAS KRISTEN IPEKA TOMANG (Sekolah),-6.169537245649771,106.7789719212347
SMAS Kristen Tunas Bangsa (Sekolah),-6.171908965203283,106.77312322191601
SMAS PELITA 2 (Sekolah),-6.164876538924512,106.77217811834775
SMAS PROVIDENTIA (Sekolah),-6.166085015667298,106.76370250642238
SMKN 45 JAKARTA,-6.223726874673104,106.7748924202754
SMKN 60 JAKARTA,-6.185895798016855,106.77203938663868
SMKS AL HAMIDIYAH,-6.17905831392581,106.75985595634215
SMKS AL HUDA KEBON JERUK (YPI),-6.203114904162494,106.76843895772477
SMKS BUDI MURNI 2,-6.174672932809499,106.75668489635477
SMKS DEWI SARTIKA,-6.167699975092224,106.77509440592405
SMKS JAKARTA III,-6.176524328110047,106.75710009960842
SMKS JAKARTA IV,-6.176638068304751,106.75731753012833
SMKS KEBON JERUK JAKARTA (Sekolah),-6.20509307883905,106.77414927818404
SMKS MULTIMEDIA MANDIRI (Vocational),-6.186554022413009,106.76027226226226
SMKS NUSANTARA,-6.1751629643690915,106.75708134226294
SMKS PGRI 29 JAKARTA,-6.292413512682733,106.81055637427049
SMKS PUTRA MANDIRI,-6.1715314194593205,106.77068683649311
SMKS TRI ARGA 2,-6.199803073924124,106.76389091848802
SMKS WIYATA SATYA,-6.194412855046809,106.77958852370618
PKBM AL HASANAH,-6.20583981879615,106.7760605668987
PKBM ASYAIRIYAH,-6.201715947701821,106.76788771509868
PKBM BINA SEJAHTERA (This place may be closed),-6.162991194282382,106.76826982500674
PKBM BIRU BANGSA,-6.217538380102459,106.76769125005671
PKBM Cinta Anak Bangsa (Rumah Belajar YCAB),-6.1838407863719445,106.7699859047978
PKBM CITA KASIH BANGSA,-6.191703398506784,106.762592512531
PKBM Citra Binar Rahma,-6.186593181018113,106.7749362605046
PKBM IRPA DAROJAT,-6.19790644747758,106.76790628712848
PKBM MATHETES (Mathetes Christian School),-6.173410595673919,106.76494358681224
PKBM SILA KENANGA (Permanently closed),-6.245148197130085,106.7522197572536
PKBM SINTESA FLEXY SCHOOL,-6.179551901472822,106.76431134494462
PKBM WARDAYA SCHOOL (Wardaya College),-6.171449250343205,106.76857264130649
SDLB C TRI ASIH II,-6.189270298034333,106.78009601267257
SLB BC INSAN HARAPAN,-6.203539634637227,106.77427554834739
SLB C AUTISMA TALITAKUM,-6.191855088889942,106.7624492277764
SLB C DIAN KUSUMA,-6.162748176586736,106.76211007970002
SLB miracle school SPECIAL NEEDS EDUCATION,-6.1915576326159085,106.76231107060458
SMKLB C TRI ASIH (SDLB C TRI ASIH II),-6.189270629654662,106.78009683018023
SMPLB C TRI ASIH (Temporarily closed),-6.190287295711727,106.77901664930936
SANGGAR KEGIATAN BELAJAR 30 (SKB/PKBM),-6.184842677654345,106.77320327820297
SANGGAR KEGIATAN BELAJAR 38 (PKBMN),-6.19817885961628,106.7672987004149
SMA BINA BANGSA SCHOOL (Sekolah),-6.186204942149811,106.78150704949148